"_id","addr","credit_code","name","target_href","url"
"5c60f2760be1b82bec6916f1","深圳市南山区海德三路天利中央商务广场1104室","91440300058974246N","深圳融易融集团有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300058974246N&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=c7c85d163d0c41058564f8fe4ddd4cc5"
"5c60f27f0be1b82bec6916f2","深圳市福田区华强北街道赛格科技工业园4栋7层A-D轴与7-14轴7B12单元","9144030006029539XX","深圳市晟世鸿科技有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=9144030006029539XX&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=cea1c6a361ec4c699daf86322b33163b"
"5c60f28c0be1b82bec6916f3","深圳市福田区梅林街道梅都社区中康路128号卓越梅林中心广场(北区)2号楼1401","91440300574754936W","深圳市汇通互联网信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300574754936W&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=df9e3833018741f1989f84794b4c967e"
"5c60f29b0be1b82bec6916f4","深圳市南山区科技园金融基地1栋6E","91440300068563117R","深圳市贷帮金融信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300068563117R&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=a14e7292b83949fdb3d209cc7f884f5f"
"5c60f2a80be1b82bec6916f5","深圳市南山区粤海街道高新中二道生产力大楼D单元二楼B4","914403005977985871","深圳市微金兴业金融服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403005977985871&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=7d6afaa4e85940738a6c588f434bf4a4"
"5c60f2ad0be1b82bec6916f6","深圳市罗湖区南湖街道嘉宾路彭年大厦4406-07室","91440300058979506P","深圳美贷电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300058979506P&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=5f0cacbc1cc14f83a5b4e0d90463b859"
"5c60f2ba0be1b82bec6916f7","深圳市南山区高新南四道18号创维半导体设计大厦西座1002-1005","914403006875644187","深圳市鼎丰在线金融信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403006875644187&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=0514af768d5044c1973f940f0623c6c4"
"5c60f2c60be1b82bec6916f8","深圳市福田区深南大道车公庙绿景广场副楼13I","91440300055139958K","深圳市鹏城创投管理有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300055139958K&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=5b098d9ab09842bca7cc4f626bba4c70"
"5c60f2d40be1b82bec6916f9","深圳市福田区深南大道4026号田面城市大厦23A1","914403005930487891","深圳市信融财富投资管理有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403005930487891&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=60442a317c3847f793901f16cad058c3"
"5c60f2e00be1b82bec6916fa","深圳市福田区梅林街道上梅林卓越城2期A座2501号","91440300069292056K","深圳融信网金信息科技有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300069292056K&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=473ff52ff8b241b8888b0c3e64365a80"
"5c60f2ee0be1b82bec6916fb","深圳市宝安区西乡街道宝源路财富港大厦D座1501A","91440300061443665P","深圳市朋友贷金融信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300061443665P&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=805df1bc13554a45b352ea882eceaa7f"
"5c60f2f90be1b82bec6916fc","深圳市福田区南园街道福华路嘉汇新城汇商中心3118","91440300335273051Y","深圳诚心诚意资产管理有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300335273051Y&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=dcc6072770b345089f4f1811b9c6b743"
"5c60f3070be1b82bec6916fd","深圳市福田区金田路与福中路交界东南荣超经贸中心1606","91440300061443892W","深圳市万家兄弟电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300061443892W&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=d8262020fa2443dcab88facefbe7dfdc"
"5c60f3120be1b82bec6916fe","深圳市福田区福田街道中心区益田路与福华路交汇处卓越时代广场2309A","91440300064993128N","深圳市网赢天下电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300064993128N&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=2033db000a50409ea438a637a1936d94"
"5c60f3210be1b82bec6916ff","深圳市福田区滨河大道联合广场A座4楼","91440300061415744F","深圳市山水聚宝投资管理有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300061415744F&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=57e9d0043c0b440aafe76ecf2ef6d340"
"5c60f32a0be1b82bec691700","深圳市南山区南山街道南新路1024号阳光科创A座1206室","914403003353343443","深圳万客普惠互联网金融服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403003353343443&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=3f721e0d2e7c4bffadf73929cc65e0e3"
"5c60f3370be1b82bec691701","深圳市福田区华强北街道华富路1018号中航中心2302室","91440300063800363J","深圳宜聚互联网金融服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300063800363J&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=fcfdf1d893814f15a14d9b81384b7cb9"
"5c60f3450be1b82bec691702","深圳市福田区福田街道深南大道南岗厦华嵘大厦2909","91440300568538495J","深圳市融易投互联网金融服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300568538495J&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=e703d92aec9147ba8974f7567e3e40c4"
"5c60f3530be1b82bec691703","深圳市南山区南山街道前海路0189号泛海拉菲3B栋1202","91440300066308112E","深圳市安信金服投资顾问有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300066308112E&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=1333b1c09ceb4f0db98f404770243a5e"
"5c60f35f0be1b82bec691704","深圳市龙岗区南湾街道丹竹头社区深惠路452号宝岭大厦14楼D1室","914403000663102047","深圳市顺广投资担保有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403000663102047&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=4dc1330983cc4d9aaf687ea9eea85984"
"5c60f36d0be1b82bec691705","深圳市南山区深南大道9996号松日鼎盛大厦主楼11层1102室","91440300057882008X","深圳市明悦达电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300057882008X&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=84cf562707ef45f09065c24c3fc04a85"
"5c60f37c0be1b82bec691706","深圳市南山区南山街道高新园高新南一道富诚科技大厦四楼","914403003118759122","深圳市小牛在线互联网信息咨询有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403003118759122&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=2273cf663d054729aa4fcbc3886f5b87"
"5c60f38a0be1b82bec691707","深圳市福田区福田街道彩田路东方新天地广场A座34楼","914403000614255550","深圳市钱爸爸电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403000614255550&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=0affabbc642f409ab7458223e24307b3"
"5c60f3930be1b82bec691708","深圳市罗湖区深南东路5002号信兴广场主楼3-16","91440300068585885G","深圳市誉东方投资管理有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300068585885G&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=61e914fdf0df4362acf2fe0c29632160"
"5c60f39b0be1b82bec691709","深圳市福田区深南中路北与中航路西世纪汇广场1701D","91440300071140078L","深圳市中汇盈金融服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300071140078L&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=029bbffb560c4af2a901ba54d5f7a18a"
"5c60f3a90be1b82bec69170a","深圳市福田区福田街道金田路2030号卓越皇岗世纪中心1号楼29层2905","91440300599067868Y","深圳市财富园联合投资有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300599067868Y&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=7f9b81b231b14d848129701235dfa83f"
"5c60f3b70be1b82bec69170b","深圳市福田区福田保税区桃花路1号深圳国际互联网金融产业园3层B1-01,B1-02,B1-03","9144030005616512XL","深圳云信汇通金融信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=9144030005616512XL&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=dd0f7c07720e43caa8b0cfa84d7395e7"
"5c60f3c50be1b82bec69170c","深圳市前海深港合作区梦海大道5033号卓越前海壹号8栋B座20层2008H单元","91440300306074686M","深圳前海融金所互联网金融服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300306074686M&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=c76fcbed4648453aaec8a85f5d74958a"
"5c60f3d30be1b82bec69170d","深圳市龙岗区平湖街道华南大道一号华南城环球物流中心15层1515","91440300070370170P","深圳市华南诚信电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300070370170P&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=c57e5d7e00674ef7873c7c4c548c439f"
"5c60f3dc0be1b82bec69170e","深圳市福田区福田街道益田路与福华三路交界东北深圳国际商会中心2401","91440300075158419J","深圳市诚汇通金融信息有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300075158419J&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=f1fb7e864f9846a284f27c0a60822a5b"
"5c60f3e80be1b82bec69170f","深圳市龙华街道阁下工业园五栋二楼东分隔体（办公场所）","91440300752544780D","深圳市鸿鹏飞实业有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300752544780D&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=e837f9bcb73547099702f4d2d6f67ffb"
"5c60f3f40be1b82bec691710","深圳市福田区城市大厦22楼C室","91440300062748663K","深圳市日益网互联网金融服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300062748663K&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=6afdb377c0b841f6acf44060fa83c011"
"5c60f3f90be1b82bec691711","深圳市福田区深南大道3032号田面城市大厦15层E单元","914403000685512557","深圳市源通鑫联电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403000685512557&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=4a96b5e5ca394ca9bcf69ab3049ddc22"
"5c60f4070be1b82bec691712","深圳市福田区华强北路华强电子世界一店三号楼二层2A173柜","9144030058794494X7","深圳五洲汇信息科技有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=9144030058794494X7&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=523026ae55b9409794cdccebb9101ab7"
"5c60f4150be1b82bec691713","深圳市福田区益田路6009号新世界商务中心2501室","91440300070351359L","深圳市连连贷金融信息服务有限责任公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300070351359L&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=1d4f9fb06f144f92bc70c356c4b25555"
"5c60f4240be1b82bec691714","深圳市南山区深南大道以北、中山园路以东新豪方大厦8C","91440300685399527L","深圳市融资城网络服务中心有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300685399527L&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=d03be9a5cd9e4fa896897e6625721505"
"5c60f4320be1b82bec691715","深圳市福田区香蜜湖街道深南大道北侧浩铭财富广场B座23楼I-P","91440300069265437R","深圳市广富宝金融信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300069265437R&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=e628008158ed4039aa387542832be977"
"5c60f43d0be1b82bec691716","深圳市福田区深南大道与香蜜湖路交界东南侧绿景广场副楼24层24I（仅限办公）","91440300580099296M","道森资产管理（深圳）有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300580099296M&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=99766604e27d4551930717027e5c03a3"
"5c60f44b0be1b82bec691717","深圳市龙岗区龙城街道晨光路99号缤纷世纪公寓A座25F","91440300070366462H","深圳市好安贷金融信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300070366462H&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=09f0ca95a6434219a4dee13a14742ea8"
"5c60f4550be1b82bec691718","深圳市福田区莲花街道福中三路1006号诺德中心22D","914403000846250829","深圳市合盈通达电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403000846250829&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=4dc7347f036c43e2ab056cddc15f2328"
"5c60f45f0be1b82bec691719","深圳市龙华新区梅坂大道城市酒店6层B","91440300066313034L","深圳惠卡世纪集团有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300066313034L&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=74008b6727f7499aadc1edae955b15b4"
"5c60f46d0be1b82bec69171a","深圳市宝安区西乡银田宝安大道4004号旭生大厦15楼1503-1506室","91440300071101386Q","深圳高新盛创投电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300071101386Q&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=2c9d202c3bf2478c9a377a9f9e400f1f"
"5c60f4780be1b82bec69171b","深圳市福田区福田街道深南大道与彩田路交界西南星河世纪大厦A栋816、817","914403000711363271","深圳市力泰金融信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403000711363271&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=5c3ebb04f8ea443fb9531ec27da46cd1"
"5c60f4860be1b82bec69171c","深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）经营场所：深圳市福田区深南大道6023号创建大厦2901室","91440300311617155W","深圳市众金在线金融服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300311617155W&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=db0b08f9194c4e72b2cd72ec98860bb9"
"5c60f4920be1b82bec69171d","深圳市福田区车公庙泰然六路泰然苍松大厦北座1909","91440300782777497B","深圳市信丰华悦电子商务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=91440300782777497B&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=ac81ba3de5f346beb3605b87422990ef"
"5c60f4a10be1b82bec69171e","深圳市龙华新区民治办事处华侨新村商业大厦东分隔体5楼8503、8505、8506","914403000769138509","深圳市金豪利金融信息服务有限公司","https://www.szcredit.org.cn/SZXYMBWSercives/WeiXinCXService.asmx/GetList?sNameKey=914403000769138509&DeptName=&EntType=&IndName=&DataTime=&idcode=ABcdef123321&secret=www.szcredit.org.cn","https://www.szcredit.org.cn/xy2.outside/gspt/newGSPTDetail3.aspx?ID=56b39ede29924dbea944be86606ad2bc"
